date,region,person,goods,units,amount,value
23 Feb 13,west,jack,tablets,1,52,52
23 Feb 13,midwest,charles,servers,1,1302,1302
23 Feb 13,west,jack,software,2,296,592
23 Feb 13,west,rachel,laptops,2,526,1052
23 Feb 13,west,kevin,tablets,1,640,640
23 Feb 13,west,mandy,tablets,1,706,706
23 Feb 13,midwest,charles,tablets,1,720,720
24 Feb 13,mountain,frederic,tablets,1,49,49
24 Feb 13,west,rachel,tablets,1,703,703
24 Feb 13,mountain,william,software,1,364,364
24 Feb 13,south,sue,desktops,1,601,601
24 Feb 13,midwest,sam,laptops,2,345,690
24 Feb 13,mountain,claire,laptops,1,820,820
24 Feb 13,west,jack,laptops,1,486,486
24 Feb 13,midwest,bill,laptops,1,562,562
24 Feb 13,south,tom,laptops,2,465,930
24 Feb 13,west,jack,laptops,1,806,806
24 Feb 13,west,lyn,servers,1,1728,1728
24 Feb 13,mountain,claire,tablets,4,335,1340
24 Feb 13,west,mandy,desktops,1,410,410
24 Feb 13,midwest,john,desktops,4,371,1484
24 Feb 13,east,dan,tablets,1,125,125
24 Feb 13,midwest,charles,tablets,1,159,159
24 Feb 13,midwest,charles,tablets,2,913,1826
24 Feb 13,midwest,john,servers,1,1560,1560
24 Feb 13,east,sunil,desktops,10,311,3110
24 Feb 13,west,jack,desktops,2,735,1470
24 Feb 13,east,andy,software,1,104,104
24 Feb 13,south,tom,software,1,145,145
24 Feb 13,west,kevin,desktops,4,553,2212
25 Feb 13,east,dan,desktops,1,732,732
25 Feb 13,west,jack,servers,1,1694,1694
25 Feb 13,east,andy,laptops,1,518,518
25 Feb 13,east,kate,tablets,10,780,7800
25 Feb 13,south,debs,servers,2,1396,2792
25 Feb 13,west,lyn,tablets,1,477,477
25 Feb 13,west,mandy,desktops,1,584,584
25 Feb 13,west,kevin,tablets,1,815,815
25 Feb 13,west,mandy,tablets,1,430,430
25 Feb 13,west,lyn,tablets,4,699,2796
25 Feb 13,west,roger,servers,1,1028,1028
25 Feb 13,west,rachel,tablets,1,469,469
25 Feb 13,east,sunil,laptops,4,428,1712
25 Feb 13,south,fred,laptops,2,852,1704
25 Feb 13,west,roger,tablets,2,941,1882
25 Feb 13,midwest,sam,desktops,10,251,2510
25 Feb 13,west,rachel,laptops,1,487,487
25 Feb 13,west,roger,laptops,10,428,4280
25 Feb 13,mountain,james,software,1,249,249
25 Feb 13,south,tom,laptops,10,678,6780
25 Feb 13,east,dan,tablets,2,120,240
25 Feb 13,south,fred,laptops,1,329,329
25 Feb 13,south,sue,tablets,1,586,586
26 Feb 13,east,julie,desktops,2,669,1338
26 Feb 13,mountain,claire,software,1,470,470
26 Feb 13,midwest,bob,desktops,1,459,459
26 Feb 13,south,sue,software,1,466,466
26 Feb 13,south,harry,desktops,2,629,1258
26 Feb 13,west,rachel,tablets,1,536,536
26 Feb 13,west,roger,tablets,2,64,128
26 Feb 13,west,kevin,tablets,1,419,419
26 Feb 13,west,kevin,tablets,1,990,990
26 Feb 13,south,debs,tablets,1,482,482
26 Feb 13,south,fred,desktops,1,551,551
26 Feb 13,west,rachel,desktops,1,706,706
26 Feb 13,east,dan,tablets,1,779,779
26 Feb 13,midwest,john,tablets,10,508,5080
26 Feb 13,east,andy,software,1,451,451
26 Feb 13,midwest,bob,tablets,1,109,109
26 Feb 13,south,harry,tablets,2,612,1224
26 Feb 13,west,rachel,laptops,1,849,849
26 Feb 13,east,joe,desktops,4,324,1296
26 Feb 13,east,sunil,tablets,1,163,163
26 Feb 13,west,mandy,tablets,10,911,9110
26 Feb 13,west,mandy,desktops,1,267,267
26 Feb 13,midwest,john,laptops,4,449,1796
27 Feb 13,west,rachel,desktops,1,760,760
27 Feb 13,south,sue,laptops,1,625,625
27 Feb 13,east,andy,laptops,10,613,6130
27 Feb 13,east,dan,servers,10,1171,11710
27 Feb 13,west,jack,tablets,1,70,70
27 Feb 13,south,jim,tablets,4,214,856
27 Feb 13,mountain,james,tablets,2,163,326
27 Feb 13,east,julie,tablets,1,602,602
27 Feb 13,mountain,frederic,tablets,10,184,1840
27 Feb 13,mountain,claire,laptops,2,727,1454
27 Feb 13,east,joe,tablets,1,259,259
27 Feb 13,east,julie,laptops,2,421,842
27 Feb 13,south,jim,laptops,1,805,805
27 Feb 13,midwest,charles,laptops,1,543,543
27 Feb 13,west,jack,software,10,478,4780
27 Feb 13,mountain,claire,tablets,1,372,372
27 Feb 13,east,sunil,tablets,4,282,1128
27 Feb 13,south,sue,tablets,1,599,599
27 Feb 13,midwest,sam,laptops,1,997,997
27 Feb 13,east,andy,desktops,2,523,1046
27 Feb 13,east,julie,laptops,1,948,948
27 Feb 13,midwest,bob,software,2,408,816
27 Feb 13,east,andy,tablets,1,20,20
28 Feb 13,south,harry,tablets,10,50,500
28 Feb 13,midwest,bob,tablets,10,415,4150
28 Feb 13,east,andy,desktops,1,396,396
28 Feb 13,west,jack,laptops,2,447,894
28 Feb 13,midwest,charles,laptops,2,667,1334
28 Feb 13,midwest,bill,servers,4,1134,4536
28 Feb 13,west,jack,software,1,292,292
28 Feb 13,south,fred,software,1,463,463
28 Feb 13,east,andy,servers,1,2245,2245
28 Feb 13,east,joe,laptops,1,618,618
28 Feb 13,mountain,william,tablets,1,266,266
28 Feb 13,east,dan,software,1,460,460
28 Feb 13,midwest,bob,software,2,147,294
28 Feb 13,west,lyn,laptops,1,573,573
28 Feb 13,east,kate,laptops,2,833,1666
28 Feb 13,south,tom,laptops,4,665,2660
28 Feb 13,west,jack,software,1,337,337
28 Feb 13,east,julie,laptops,1,416,416
28 Feb 13,mountain,james,servers,1,2960,2960
28 Feb 13,west,roger,servers,2,1923,3846
28 Feb 13,mountain,claire,tablets,1,761,761
28 Feb 13,midwest,john,laptops,1,635,635
28 Feb 13,east,julie,laptops,1,823,823
01 Mar 13,south,sue,laptops,2,334,668
01 Mar 13,west,lyn,servers,10,1098,10980
01 Mar 13,west,lyn,tablets,2,966,1932
01 Mar 13,east,andy,desktops,2,640,1280
01 Mar 13,midwest,bob,tablets,2,398,796
01 Mar 13,south,sue,desktops,10,416,4160
01 Mar 13,east,kate,laptops,1,680,680
01 Mar 13,west,jack,software,1,467,467
01 Mar 13,west,kevin,tablets,1,89,89
01 Mar 13,midwest,bob,desktops,4,652,2608
01 Mar 13,east,dan,laptops,4,771,3084
01 Mar 13,south,debs,servers,4,1319,5276
01 Mar 13,east,andy,servers,10,1324,13240
01 Mar 13,south,jim,software,2,253,506
01 Mar 13,midwest,john,servers,1,2037,2037
01 Mar 13,west,mandy,laptops,1,691,691
01 Mar 13,midwest,john,tablets,10,83,830
01 Mar 13,east,joe,software,1,331,331
01 Mar 13,west,kevin,servers,2,2655,5310
01 Mar 13,east,andy,laptops,1,797,797
01 Mar 13,south,sue,servers,2,1686,3372
01 Mar 13,west,mandy,tablets,1,247,247
01 Mar 13,west,mandy,laptops,2,849,1698
02 Mar 13,east,andy,desktops,2,528,1056
02 Mar 13,west,rachel,software,1,458,458
02 Mar 13,mountain,claire,desktops,1,628,628
02 Mar 13,west,lyn,software,1,206,206
02 Mar 13,east,sunil,desktops,1,322,322
02 Mar 13,west,roger,servers,4,2647,10588
02 Mar 13,south,sue,laptops,2,961,1922
02 Mar 13,mountain,william,laptops,1,693,693
02 Mar 13,west,mandy,servers,1,1049,1049
02 Mar 13,west,lyn,desktops,1,795,795
02 Mar 13,mountain,james,tablets,2,766,1532
02 Mar 13,west,roger,software,1,277,277
02 Mar 13,west,mandy,servers,10,1652,16520
02 Mar 13,midwest,john,laptops,1,803,803
02 Mar 13,midwest,bill,software,1,342,342
02 Mar 13,west,lyn,software,1,262,262
02 Mar 13,midwest,charles,tablets,1,544,544
02 Mar 13,east,andy,tablets,1,690,690
02 Mar 13,west,kevin,desktops,1,496,496
02 Mar 13,mountain,claire,software,1,488,488
02 Mar 13,west,mandy,tablets,1,665,665
02 Mar 13,west,roger,tablets,2,242,484
02 Mar 13,midwest,charles,tablets,1,317,317
03 Mar 13,midwest,charles,tablets,2,145,290
03 Mar 13,east,sunil,laptops,1,837,837
03 Mar 13,midwest,charles,tablets,1,436,436
03 Mar 13,east,joe,laptops,1,671,671
03 Mar 13,mountain,william,software,1,157,157
03 Mar 13,midwest,charles,laptops,1,756,756
03 Mar 13,east,dan,desktops,10,792,7920
03 Mar 13,mountain,claire,servers,1,2822,2822
03 Mar 13,south,jim,tablets,1,797,797
03 Mar 13,south,jim,tablets,2,113,226
03 Mar 13,west,mandy,servers,4,2777,11108
03 Mar 13,south,jim,desktops,1,687,687
03 Mar 13,midwest,charles,laptops,2,732,1464
03 Mar 13,mountain,claire,software,1,216,216
03 Mar 13,south,jim,desktops,1,212,212
03 Mar 13,west,rachel,servers,4,2158,8632
03 Mar 13,mountain,james,software,1,283,283
03 Mar 13,east,dan,tablets,2,363,726
03 Mar 13,mountain,frederic,tablets,1,908,908
03 Mar 13,west,rachel,laptops,10,647,6470
03 Mar 13,west,rachel,laptops,1,863,863
03 Mar 13,west,rachel,tablets,2,835,1670
03 Mar 13,west,jack,tablets,2,666,1332
04 Mar 13,east,dan,tablets,1,803,803
04 Mar 13,west,mandy,software,2,151,302
04 Mar 13,west,jack,tablets,1,608,608
04 Mar 13,east,andy,servers,1,2762,2762
04 Mar 13,west,mandy,tablets,1,556,556
04 Mar 13,south,fred,laptops,1,932,932
04 Mar 13,east,kate,tablets,2,453,906
04 Mar 13,west,rachel,laptops,1,823,823
04 Mar 13,west,lyn,software,1,216,216
04 Mar 13,east,julie,software,4,165,660
04 Mar 13,west,mandy,laptops,1,746,746
04 Mar 13,west,rachel,laptops,10,928,9280
04 Mar 13,east,joe,software,1,351,351
04 Mar 13,south,debs,laptops,1,928,928
04 Mar 13,west,jack,laptops,1,738,738
04 Mar 13,south,jim,tablets,1,606,606
04 Mar 13,midwest,charles,servers,1,1161,1161
04 Mar 13,east,sunil,tablets,1,654,654
04 Mar 13,midwest,sam,tablets,2,176,352
04 Mar 13,west,mandy,tablets,1,801,801
04 Mar 13,south,jim,software,2,381,762
04 Mar 13,south,fred,software,10,391,3910
04 Mar 13,east,joe,tablets,2,251,502
05 Mar 13,south,sue,laptops,10,970,9700
05 Mar 13,west,rachel,desktops,1,225,225
05 Mar 13,east,joe,tablets,1,77,77
05 Mar 13,west,kevin,tablets,10,344,3440
05 Mar 13,south,debs,software,1,463,463
05 Mar 13,west,kevin,laptops,1,693,693
05 Mar 13,west,lyn,laptops,1,996,996
05 Mar 13,west,mandy,laptops,1,302,302
05 Mar 13,west,kevin,tablets,1,744,744
05 Mar 13,midwest,john,laptops,4,597,2388
05 Mar 13,west,kevin,software,1,357,357
05 Mar 13,west,roger,servers,1,1726,1726
05 Mar 13,east,joe,tablets,4,915,3660
05 Mar 13,midwest,charles,tablets,1,639,639
05 Mar 13,west,roger,laptops,1,588,588
05 Mar 13,east,dan,tablets,1,458,458
05 Mar 13,west,roger,tablets,1,498,498
05 Mar 13,east,kate,software,1,332,332
05 Mar 13,midwest,charles,tablets,1,501,501
05 Mar 13,midwest,charles,tablets,2,860,1720
05 Mar 13,east,andy,desktops,1,691,691
05 Mar 13,south,harry,servers,4,1970,7880
05 Mar 13,east,dan,desktops,1,411,411
06 Mar 13,midwest,sam,desktops,1,416,416
06 Mar 13,west,mandy,software,1,457,457
06 Mar 13,south,tom,laptops,1,417,417
06 Mar 13,south,tom,laptops,1,675,675
06 Mar 13,west,mandy,software,1,431,431
06 Mar 13,south,harry,tablets,1,987,987
06 Mar 13,south,harry,tablets,2,627,1254
06 Mar 13,east,joe,tablets,10,655,6550
06 Mar 13,south,debs,desktops,1,649,649
06 Mar 13,midwest,charles,laptops,2,785,1570
06 Mar 13,south,debs,tablets,2,206,412
06 Mar 13,east,julie,tablets,1,930,930
06 Mar 13,midwest,sam,laptops,2,314,628
06 Mar 13,south,debs,tablets,1,97,97
06 Mar 13,east,joe,laptops,10,772,7720
06 Mar 13,east,dan,software,1,135,135
06 Mar 13,west,kevin,software,2,180,360
06 Mar 13,south,fred,laptops,2,853,1706
06 Mar 13,west,rachel,tablets,10,47,470
06 Mar 13,east,dan,software,1,329,329
06 Mar 13,east,kate,tablets,4,577,2308
06 Mar 13,south,sue,tablets,4,299,1196
06 Mar 13,south,sue,laptops,4,751,3004
07 Mar 13,east,julie,laptops,10,703,7030
07 Mar 13,midwest,john,tablets,4,430,1720
07 Mar 13,west,kevin,servers,1,1512,1512
07 Mar 13,west,roger,tablets,1,96,96
07 Mar 13,midwest,bob,tablets,10,590,5900
07 Mar 13,east,julie,servers,1,2991,2991
07 Mar 13,west,jack,desktops,4,795,3180
07 Mar 13,midwest,charles,desktops,1,368,368
07 Mar 13,midwest,bob,tablets,10,158,1580
07 Mar 13,midwest,bob,desktops,1,537,537
07 Mar 13,east,dan,software,1,265,265
07 Mar 13,west,jack,software,2,420,840
07 Mar 13,west,jack,tablets,1,928,928
07 Mar 13,mountain,william,servers,2,2367,4734
07 Mar 13,west,rachel,desktops,1,318,318
07 Mar 13,west,kevin,tablets,1,864,864
07 Mar 13,east,andy,software,1,261,261
07 Mar 13,south,jim,tablets,1,430,430
07 Mar 13,east,andy,tablets,1,724,724
07 Mar 13,south,tom,desktops,10,775,7750
07 Mar 13,west,lyn,tablets,1,803,803
07 Mar 13,west,mandy,software,2,461,922
07 Mar 13,south,jim,desktops,2,315,630
08 Mar 13,east,julie,software,2,454,908
08 Mar 13,west,mandy,tablets,1,929,929
08 Mar 13,midwest,bill,desktops,1,573,573
08 Mar 13,east,joe,tablets,1,333,333
08 Mar 13,east,sunil,tablets,1,842,842
08 Mar 13,east,julie,tablets,1,645,645
08 Mar 13,south,jim,desktops,1,769,769
08 Mar 13,midwest,charles,software,1,229,229
08 Mar 13,south,sue,servers,1,1366,1366
08 Mar 13,mountain,frederic,desktops,10,308,3080
08 Mar 13,west,lyn,laptops,1,455,455
08 Mar 13,south,debs,tablets,1,488,488
08 Mar 13,south,fred,tablets,1,664,664
08 Mar 13,west,mandy,software,1,269,269
08 Mar 13,east,julie,servers,1,1850,1850
08 Mar 13,south,debs,laptops,1,619,619
08 Mar 13,east,kate,desktops,1,284,284
08 Mar 13,west,mandy,tablets,1,479,479
08 Mar 13,east,kate,desktops,1,277,277
08 Mar 13,mountain,james,software,1,405,405
08 Mar 13,west,lyn,tablets,1,362,362
08 Mar 13,midwest,bob,software,1,103,103
08 Mar 13,west,kevin,tablets,1,661,661
09 Mar 13,west,roger,laptops,1,524,524
09 Mar 13,east,dan,software,4,374,1496
09 Mar 13,west,mandy,tablets,1,559,559
09 Mar 13,west,rachel,tablets,1,585,585
09 Mar 13,west,jack,servers,1,1835,1835
09 Mar 13,east,kate,tablets,1,884,884
09 Mar 13,midwest,john,tablets,1,811,811
09 Mar 13,east,kate,laptops,1,554,554
09 Mar 13,west,lyn,desktops,1,419,419
09 Mar 13,west,rachel,desktops,1,284,284
09 Mar 13,east,joe,desktops,2,233,466
09 Mar 13,midwest,bob,laptops,4,303,1212
09 Mar 13,south,jim,servers,1,1963,1963
09 Mar 13,east,andy,software,4,497,1988
09 Mar 13,east,kate,laptops,1,777,777
09 Mar 13,west,jack,tablets,1,636,636
09 Mar 13,midwest,john,servers,4,1032,4128
09 Mar 13,midwest,sam,laptops,10,318,3180
09 Mar 13,west,kevin,desktops,1,700,700
09 Mar 13,east,dan,tablets,4,969,3876
09 Mar 13,west,roger,software,10,204,2040
09 Mar 13,west,rachel,tablets,1,512,512
09 Mar 13,south,sue,laptops,4,475,1900
10 Mar 13,east,dan,tablets,10,857,8570
10 Mar 13,mountain,frederic,software,4,271,1084
10 Mar 13,midwest,bill,tablets,4,296,1184
10 Mar 13,west,kevin,laptops,1,557,557
10 Mar 13,midwest,john,desktops,1,396,396
10 Mar 13,midwest,john,tablets,1,460,460
10 Mar 13,mountain,james,desktops,1,773,773
10 Mar 13,west,jack,software,4,226,904
10 Mar 13,west,lyn,software,1,449,449
10 Mar 13,south,fred,tablets,10,45,450
10 Mar 13,mountain,frederic,tablets,1,204,204
10 Mar 13,west,roger,tablets,1,463,463
10 Mar 13,west,kevin,software,1,471,471
10 Mar 13,east,sunil,laptops,4,944,3776
10 Mar 13,mountain,frederic,servers,1,2032,2032
10 Mar 13,mountain,claire,laptops,1,805,805
10 Mar 13,midwest,charles,servers,1,2514,2514
10 Mar 13,south,harry,laptops,1,618,618
10 Mar 13,east,julie,servers,1,1675,1675
10 Mar 13,west,mandy,desktops,2,431,862
10 Mar 13,midwest,bill,tablets,2,92,184
10 Mar 13,south,tom,desktops,2,791,1582
10 Mar 13,south,jim,laptops,1,680,680
11 Mar 13,south,debs,tablets,1,408,408
11 Mar 13,mountain,frederic,tablets,4,355,1420
11 Mar 13,mountain,william,tablets,1,89,89
11 Mar 13,west,jack,software,1,285,285
11 Mar 13,west,mandy,desktops,1,371,371
11 Mar 13,mountain,claire,laptops,4,723,2892
11 Mar 13,east,andy,laptops,1,414,414
11 Mar 13,east,dan,desktops,1,220,220
11 Mar 13,east,sunil,tablets,1,946,946
11 Mar 13,east,dan,laptops,4,668,2672
11 Mar 13,east,dan,laptops,2,840,1680
11 Mar 13,east,joe,tablets,1,779,779
11 Mar 13,midwest,bill,software,2,304,608
11 Mar 13,west,mandy,tablets,1,127,127
11 Mar 13,south,tom,desktops,10,214,2140
11 Mar 13,west,jack,tablets,1,42,42
11 Mar 13,south,tom,desktops,1,399,399
11 Mar 13,east,dan,tablets,10,876,8760
11 Mar 13,west,jack,laptops,1,542,542
11 Mar 13,west,jack,tablets,1,659,659
11 Mar 13,west,kevin,laptops,1,803,803
11 Mar 13,west,lyn,desktops,2,314,628
11 Mar 13,west,kevin,servers,1,1384,1384
12 Mar 13,west,kevin,tablets,2,521,1042
12 Mar 13,east,andy,software,2,122,244
12 Mar 13,west,kevin,tablets,10,130,1300
12 Mar 13,west,jack,tablets,2,833,1666
12 Mar 13,west,kevin,tablets,4,367,1468
12 Mar 13,east,joe,desktops,1,389,389
12 Mar 13,west,mandy,tablets,1,818,818
12 Mar 13,midwest,charles,tablets,1,574,574
12 Mar 13,east,joe,software,2,251,502
12 Mar 13,south,harry,desktops,1,407,407
12 Mar 13,east,sunil,desktops,10,715,7150
12 Mar 13,midwest,charles,tablets,1,623,623
12 Mar 13,midwest,charles,tablets,1,536,536
12 Mar 13,south,debs,servers,1,2737,2737
12 Mar 13,midwest,bill,laptops,1,601,601
12 Mar 13,west,mandy,desktops,1,272,272
12 Mar 13,midwest,charles,desktops,1,689,689
12 Mar 13,mountain,claire,tablets,1,276,276
12 Mar 13,west,roger,servers,4,1080,4320
12 Mar 13,midwest,charles,desktops,2,255,510
12 Mar 13,west,lyn,laptops,1,806,806
12 Mar 13,mountain,claire,tablets,1,608,608
12 Mar 13,east,dan,tablets,1,77,77
13 Mar 13,south,fred,tablets,1,983,983
13 Mar 13,midwest,john,tablets,1,42,42
13 Mar 13,south,harry,desktops,1,445,445
13 Mar 13,mountain,james,servers,1,2469,2469
13 Mar 13,midwest,bob,tablets,1,931,931
13 Mar 13,mountain,claire,tablets,1,349,349
13 Mar 13,midwest,charles,laptops,2,951,1902
13 Mar 13,east,joe,servers,2,2797,5594
13 Mar 13,mountain,frederic,desktops,1,439,439
13 Mar 13,mountain,frederic,desktops,1,734,734
13 Mar 13,west,rachel,tablets,1,478,478
13 Mar 13,mountain,frederic,tablets,1,387,387
13 Mar 13,south,sue,tablets,10,670,6700
13 Mar 13,midwest,bob,software,2,444,888
13 Mar 13,mountain,claire,servers,2,2306,4612
13 Mar 13,midwest,charles,software,1,144,144
13 Mar 13,south,harry,software,1,264,264
13 Mar 13,midwest,charles,tablets,10,732,7320
13 Mar 13,south,jim,tablets,2,891,1782
13 Mar 13,west,lyn,desktops,1,455,455
13 Mar 13,midwest,charles,software,1,350,350
13 Mar 13,midwest,bill,tablets,2,514,1028
13 Mar 13,east,andy,software,4,487,1948
14 Mar 13,east,dan,tablets,1,155,155
14 Mar 13,east,joe,desktops,2,476,952
14 Mar 13,east,andy,servers,1,2191,2191
14 Mar 13,south,fred,software,10,170,1700
14 Mar 13,midwest,bill,laptops,1,689,689
14 Mar 13,midwest,bob,laptops,2,571,1142
14 Mar 13,midwest,charles,software,1,465,465
14 Mar 13,east,joe,laptops,1,795,795
14 Mar 13,midwest,bob,desktops,1,772,772
14 Mar 13,midwest,charles,laptops,1,983,983
14 Mar 13,midwest,bob,software,2,151,302
14 Mar 13,west,kevin,tablets,1,823,823
14 Mar 13,east,julie,tablets,1,868,868
14 Mar 13,east,kate,tablets,1,125,125
14 Mar 13,east,andy,laptops,2,933,1866
14 Mar 13,east,sunil,tablets,10,500,5000
14 Mar 13,west,roger,tablets,1,556,556
14 Mar 13,west,lyn,software,1,491,491
14 Mar 13,east,joe,desktops,1,314,314
14 Mar 13,west,kevin,servers,1,1371,1371
14 Mar 13,west,mandy,tablets,1,800,800
14 Mar 13,east,joe,desktops,10,664,6640
14 Mar 13,west,jack,software,1,164,164
15 Mar 13,south,fred,laptops,1,456,456
15 Mar 13,west,jack,desktops,10,690,6900
15 Mar 13,west,lyn,software,1,135,135
15 Mar 13,east,julie,servers,1,1263,1263
15 Mar 13,west,lyn,servers,10,1306,13060
15 Mar 13,west,rachel,laptops,1,770,770
15 Mar 13,west,roger,tablets,10,902,9020
15 Mar 13,mountain,frederic,laptops,1,633,633
15 Mar 13,south,harry,software,10,152,1520
15 Mar 13,west,lyn,servers,2,1654,3308
15 Mar 13,south,fred,software,10,375,3750
15 Mar 13,south,sue,desktops,1,522,522
15 Mar 13,west,jack,software,1,289,289
15 Mar 13,east,andy,desktops,4,451,1804
15 Mar 13,mountain,frederic,tablets,10,533,5330
15 Mar 13,west,kevin,servers,1,1600,1600
15 Mar 13,east,sunil,tablets,1,436,436
15 Mar 13,south,harry,servers,1,2727,2727
15 Mar 13,west,lyn,laptops,2,948,1896
15 Mar 13,west,roger,servers,2,2325,4650
15 Mar 13,west,jack,software,1,489,489
15 Mar 13,west,rachel,software,1,425,425
15 Mar 13,west,rachel,tablets,2,777,1554
16 Mar 13,east,sunil,laptops,1,449,449
16 Mar 13,midwest,john,tablets,1,316,316
16 Mar 13,south,debs,software,1,304,304
16 Mar 13,east,joe,software,2,260,520
16 Mar 13,midwest,charles,tablets,4,949,3796
16 Mar 13,midwest,bill,desktops,1,718,718
16 Mar 13,mountain,frederic,desktops,1,585,585
16 Mar 13,midwest,bob,tablets,10,619,6190
16 Mar 13,west,jack,software,4,408,1632
16 Mar 13,west,mandy,tablets,1,254,254
16 Mar 13,west,jack,software,1,454,454
16 Mar 13,east,sunil,tablets,10,177,1770
16 Mar 13,west,lyn,desktops,2,676,1352
16 Mar 13,south,sue,tablets,1,661,661
16 Mar 13,mountain,claire,software,1,443,443
16 Mar 13,south,jim,tablets,1,915,915
16 Mar 13,west,mandy,software,1,479,479
16 Mar 13,east,dan,laptops,10,842,8420
16 Mar 13,east,dan,servers,1,1236,1236
16 Mar 13,midwest,bob,laptops,1,894,894
16 Mar 13,midwest,charles,tablets,1,133,133
16 Mar 13,east,sunil,software,1,194,194
16 Mar 13,west,kevin,tablets,1,922,922
17 Mar 13,south,harry,laptops,1,629,629
17 Mar 13,east,joe,software,2,349,698
17 Mar 13,south,jim,software,1,173,173
17 Mar 13,west,jack,tablets,1,452,452
17 Mar 13,south,harry,tablets,1,329,329
17 Mar 13,east,dan,software,4,136,544
17 Mar 13,east,kate,desktops,1,648,648
17 Mar 13,west,kevin,laptops,1,308,308
17 Mar 13,midwest,bill,laptops,1,512,512
17 Mar 13,mountain,frederic,tablets,1,691,691
17 Mar 13,west,kevin,laptops,1,933,933
17 Mar 13,midwest,john,desktops,1,621,621
17 Mar 13,south,debs,laptops,4,807,3228
17 Mar 13,east,dan,software,1,225,225
17 Mar 13,mountain,william,software,1,498,498
17 Mar 13,east,kate,software,2,329,658
17 Mar 13,west,lyn,tablets,1,441,441
17 Mar 13,west,lyn,desktops,10,573,5730
17 Mar 13,south,jim,servers,1,2799,2799
17 Mar 13,east,julie,software,2,201,402
17 Mar 13,west,jack,laptops,1,360,360
17 Mar 13,south,jim,laptops,2,635,1270
17 Mar 13,west,jack,tablets,1,852,852
18 Mar 13,mountain,claire,laptops,1,342,342
18 Mar 13,west,mandy,tablets,1,247,247
18 Mar 13,east,dan,software,4,456,1824
18 Mar 13,west,roger,desktops,1,236,236
18 Mar 13,south,harry,tablets,10,980,9800
18 Mar 13,west,jack,tablets,4,441,1764
18 Mar 13,midwest,charles,laptops,2,733,1466
18 Mar 13,midwest,john,tablets,1,112,112
18 Mar 13,east,sunil,software,1,499,499
18 Mar 13,midwest,bill,laptops,1,405,405
18 Mar 13,mountain,frederic,software,1,480,480
18 Mar 13,east,julie,software,1,418,418
18 Mar 13,midwest,bob,laptops,1,388,388
18 Mar 13,west,lyn,laptops,10,435,4350
18 Mar 13,west,mandy,desktops,2,597,1194
18 Mar 13,west,jack,laptops,1,699,699
18 Mar 13,west,roger,software,1,394,394
18 Mar 13,east,kate,tablets,4,661,2644
18 Mar 13,west,lyn,servers,4,1659,6636
18 Mar 13,midwest,john,desktops,1,299,299
18 Mar 13,west,kevin,servers,1,1781,1781
18 Mar 13,west,mandy,laptops,4,538,2152
18 Mar 13,east,julie,tablets,1,791,791
19 Mar 13,east,kate,tablets,1,764,764
19 Mar 13,west,kevin,software,1,382,382
19 Mar 13,midwest,charles,desktops,2,334,668
19 Mar 13,west,mandy,laptops,1,476,476
19 Mar 13,midwest,charles,desktops,1,531,531
19 Mar 13,west,rachel,desktops,2,673,1346
19 Mar 13,mountain,james,servers,2,2378,4756
19 Mar 13,midwest,bob,tablets,1,784,784
19 Mar 13,midwest,john,laptops,2,963,1926
19 Mar 13,midwest,john,laptops,1,430,430
19 Mar 13,mountain,james,laptops,1,801,801
19 Mar 13,west,jack,tablets,1,874,874
19 Mar 13,east,joe,tablets,1,652,652
19 Mar 13,west,kevin,software,2,213,426
19 Mar 13,east,kate,tablets,1,508,508
19 Mar 13,midwest,bob,tablets,4,904,3616
19 Mar 13,west,jack,laptops,2,812,1624
19 Mar 13,midwest,john,desktops,1,434,434
19 Mar 13,south,jim,tablets,1,920,920
19 Mar 13,south,sue,servers,1,1775,1775
19 Mar 13,east,julie,tablets,1,638,638
19 Mar 13,west,lyn,laptops,1,493,493
19 Mar 13,west,kevin,servers,1,1451,1451
20 Mar 13,midwest,bob,laptops,10,479,4790
20 Mar 13,mountain,william,tablets,1,492,492
20 Mar 13,west,roger,tablets,2,403,806
20 Mar 13,midwest,charles,desktops,10,742,7420
20 Mar 13,west,mandy,desktops,1,347,347
20 Mar 13,south,debs,tablets,1,185,185
20 Mar 13,south,fred,tablets,2,777,1554
20 Mar 13,east,kate,tablets,10,993,9930
20 Mar 13,south,fred,tablets,1,168,168
20 Mar 13,mountain,william,tablets,2,445,890
20 Mar 13,east,andy,tablets,1,46,46
20 Mar 13,west,kevin,software,2,150,300
20 Mar 13,mountain,claire,tablets,1,301,301
20 Mar 13,midwest,charles,laptops,1,324,324
20 Mar 13,south,jim,servers,10,1815,18150
20 Mar 13,west,lyn,tablets,1,238,238
20 Mar 13,south,harry,tablets,4,330,1320
20 Mar 13,west,kevin,laptops,1,586,586
20 Mar 13,east,kate,tablets,1,563,563
20 Mar 13,west,rachel,desktops,1,515,515
20 Mar 13,west,rachel,laptops,2,303,606
20 Mar 13,west,mandy,desktops,1,470,470
20 Mar 13,west,mandy,software,10,199,1990
21 Mar 13,west,kevin,laptops,1,752,752
21 Mar 13,mountain,william,laptops,2,512,1024
21 Mar 13,east,andy,tablets,1,478,478
21 Mar 13,mountain,claire,laptops,2,680,1360
21 Mar 13,east,dan,tablets,1,383,383
21 Mar 13,south,jim,tablets,1,779,779
